count,hate_speech,offensive_language,neither,class,tweet
3,1,2,0,1,lot cool bitch nigga go school major hoe man not know
3,0,0,3,2,yankees beat grapefruit league day
3,1,2,0,1,ok guess be not color not know da channel
3,1,2,0,1,donate expensive prom dress teen could not afford buy one not selfish bitch
3,2,1,0,0,we beaner piss like robert jew ref stop
3,0,3,0,1,killin man lt conservative racist like nbp hate honkie
6,0,6,0,1,des bitch know nigga
3,0,0,3,2,chug ranch
3,0,3,0,1,hoe pass around cleveland niggah
3,0,0,3,2,oreo cheesecake bite
3,0,3,0,1,hoe suck
3,0,3,0,1,ju wanna watch last episode orange new black netflix jus want bitch
6,1,1,4,2,yeah know angloamerican principlesslavery hate racism
3,0,3,0,1,bitch ah mintue cdfuuuu
3,0,3,0,1,oregon choke every year get field trash ass program rft
3,0,3,0,1,jst fckn w always want jigg hella good jst wild enough circle cuz
3,0,0,3,2,yasss brownie amp ice cream
3,0,3,0,1,omg ppl go to bitch
3,0,3,0,1,ready another tat doeeee right hoe
4,3,1,0,0,dani alves pull hairstyle neymar look like faggot
3,2,0,1,0,happen black pack beat whitey make national news
3,0,3,0,1,may like stance cop not would call cunt please stop copy tweet
3,0,0,3,2,new test make poop neon color colon cancer
6,0,0,6,2,gun control talk gunrunne eric holder board r planet ape
3,0,3,0,1,not nigga want artificial bitch let repeat one
6,0,0,6,2,bwahaaaa choke oreo cookie im figure may something
3,0,0,3,2,color contact eye blinder mine cause can not see lmao
3,0,3,0,1,danny chris allow public together cunt
9,0,9,0,1,spur bitch team not want problem
3,0,3,0,1,hate cyrus ho rookie slut get cash date nope nope nope
3,0,0,3,2,anyone want absolutely amazing deliciously fresh perfect monkey bread
3,0,3,0,1,nigglet
3,0,3,0,1,associate even entertain bitch ass nigga beyond comprehension
6,0,1,5,2,hello american people name eric cantor lie piece bird poo
3,0,3,0,1,yoooooooooooooo lmfaoooooooo schlumpe love bitch squaaaaad
3,0,0,3,2,yankees p michael pineda eject game substance find neck
3,0,3,0,1,female never understand guy not give af female not like like stop trippin not know hoe
3,0,0,3,2,nobody give trophy cause old colored favstartweet
3,0,3,0,1,hoe association real thing yes
3,0,3,0,1,nigguh suck
3,0,3,0,1,happy birthday bitch
6,1,5,0,1,hope go mr chow part hangover die dumb bitch ass sloot
3,0,3,0,1,pussy boi
3,0,0,3,2,say state bird rarei literally see one least day
3,0,0,3,2,iubb suit tonight indiana iu ncaa hoosierdaddy hoosiernation hoosier
3,0,3,0,1,mostly move ya dumb bitch haha
3,0,3,0,1,hair pull sex way let know pussy good
3,0,3,0,1,ight nigga tonight c burg mall bitch
3,0,0,3,2,perhaps diehard yankee fan point watch debacle yankees tigers mlb else lol
3,0,3,0,1,first chick bring hashbrown waffle house right get pussy eat
3,0,0,3,2,can not nobody pep rally jigg
3,0,3,0,1,bad bitch shit forever
3,0,3,0,1,least nearly two decade complete trash put atysyc redeem
3,0,1,2,2,lil kim really make trash smh
3,0,3,0,1,vader sith jedi duh vader also whiny bitch yoda motherfucking yoda micdrop
6,0,0,6,2,charlie sheen get
3,0,3,0,1,bitch
3,0,1,2,2,die flappy bird
3,0,3,0,1,chillin wit bitch cuz lotta niccas fake
3,0,3,0,1,not fuck girl wear beanie
3,0,1,2,2,bcs title mil revenue great redneck conference ohio
3,0,3,0,1,friend insensitive bitch
3,2,0,1,0,one ugly woman ever see cross reptile crow
3,0,2,1,1,officially earn right bitch thing next two year yay
3,1,2,0,1,hate ghetto bitch passion
3,0,3,0,1,babydaddy need bail money say wat go talk whole alotta shit swear bitch go come
3,0,0,3,2,daughter see charlie villanueva questions
3,0,3,0,1,bitch mention first tf wrong wit yo psychotic ass
3,0,3,0,1,man cheat woman fuck different bitch year
3,0,0,3,2,shift will not time mean time go get mean tweet trash
3,0,1,2,2,oh sorry hun suck hope heal fast dancerproblem
3,0,3,0,1,outside pussy
3,0,0,3,2,bird outside bedroom window way much talk first thing morning mrrrrrrr
3,0,3,0,1,bitch bye can not get
3,1,2,0,1,ur seriously fagdont hate
3,2,1,0,0,say follow word convo nigg nigga swag yolo fag retard
3,0,0,3,2,thank cracker tweet today pilchard krackerwheat repeat like typical night bbc
3,0,0,3,2,one scout say prado first team underrated give yankees b could slide b need
3,0,0,3,2,music suggestion lil spook
3,0,3,0,1,outchea bitch
3,2,1,0,0,ion speak flaw niggas thirsty hoe ig boyyyyyy look
3,0,0,3,2,pull pocket constitution bring man mock mccains wackobird comment hahaha standtall
3,0,1,2,2,perfect gift jihadi shopping list
3,0,3,0,1,calebs dick hannas bitch hate
3,0,0,3,2,trash bag hall like wks weird thing change consistency every day
3,2,1,0,0,dear utah polynesians stop act black speak ghetto speak fob be not ghetto niggaz
3,0,0,3,2,bumblebee
3,0,0,3,2,love black shoe cause match anything also need colored shoe
3,0,2,1,1,actually hate bitch
3,0,3,0,1,hoe hoe nd ratchet bewell u know
3,0,3,0,1,pornandroidiphoneipadsexxxx hairy hairy florence shove dildo hairy red pussy
3,0,1,2,2,yes favorite please tell not buy trash
3,1,2,0,1,also search dirty white trash hooker weekend
3,0,3,0,1,getting start oh ya get bitch
3,1,2,0,1,call people kike lot fuck
3,0,3,0,1,hate bitch wear fake ass ray ban stop cheap
3,2,1,0,0,least say crazysome nigga get to find bitch wild shoot ass
6,0,0,6,2,energy city electric get to go yankees stadium win truly electrifying
3,0,3,0,1,dumb bitch award go uncle sam
3,0,0,3,2,find australian president hoosier team hoosierstate indiana iu iubb big tonight
3,0,3,0,1,bad bad bitch make late
3,2,1,0,0,lmaoooo bunch fag
6,0,4,2,1,umightnotgetin fucc nicca beerandtacos wethelastonesleft
3,0,3,0,1,try keep bitch lay away way feel
3,0,3,0,1,here opinion matter cunt
3,0,0,3,2,think bout oyster gator bait tho
3,0,0,3,2,omgggggggggg mila kunis fing hot f sarah marshall like bird anorexic
3,0,3,0,1,wigg love bitch
3,0,0,3,2,jihadis brag massive bombing sadr city baghdad iraq onslaught
3,0,3,0,1,major league bitch
3,0,2,1,1,son bitch moment turn radio favorite song end song
3,0,3,0,1,bitch show tweeteddm texte call u ask u tryna meet bitch ur fucking weak
3,3,0,0,0,aw drake sit corner cry listen lmfao pussy dick rider drake cock taste faggot
3,0,0,3,2,see man yellow hat grand canyon today hang next curious gorge
3,0,0,3,2,welcome family mia meli new puppy adorable cute fluffy mutt mybaby girl
3,0,3,0,1,bout smack bitch
3,0,0,3,2,hahaha chunky goalkeeper make save stomach
3,2,1,0,0,wish coulda say tonight good see fag
3,1,2,0,1,washington post call president ignorant ask racist angry bitter bitch look mirror
3,0,3,0,1,finally back behind stick visit bitch vbar stmarksplace eastvillage nyc richmahogany
6,0,6,0,1,bad bitch good weed
3,0,2,1,1,happy columbus day glad not usin weavetrip rope sail seriously thogt shit would wiggergt
6,0,0,6,2,approximately one crash not suppose many member seal team one bird
3,0,3,0,1,destiny make titanfall bitch
3,2,1,0,0,nigga wanna bitch party know address knock door
3,0,0,3,2,probably time put twitter feed bed nyy
3,0,0,3,2,video charlie baker remember tom menino
3,0,1,2,2,jeff fisher save ref karma zebra mess
3,1,0,2,2,jihadi kill brendantevlin nj w least otherspart terrorist ring yrs ago
3,0,3,0,1,catch body bitch
3,0,3,0,1,spook shit
3,0,3,0,1,basically mad hoe
3,0,0,3,2,note self boiling water hot monkey brain
3,0,3,0,1,ex hit miss bullshit lol bitch die
6,0,6,0,1,sum wrong pussy sweetssmh
3,1,2,0,1,rose red violet blue nigger black know true
3,0,3,0,1,get to bad bitch always get hair fix always n mall wit friend buy outfit
3,2,1,0,0,fat bitch fat bitch heeeey
3,0,0,3,2,ad haitian charity water life mock people use firstworldproblem hashtag juxtaposition
3,0,3,0,1,game fuck bitch amp attitude
3,0,2,1,1,fuck yankee
3,0,3,0,1,gudnight keep pussy tight
3,0,0,3,2,jsu coach omar johnson u ball u throw hit catch not matter yankees
3,2,1,0,0,retarded
3,0,3,0,1,method colonial state employ france england not get bitch playbook
3,2,1,0,0,really seem love sandusky weirdo ur creepy ass cracker
3,0,0,3,2,blame yellow chuck lmfao
3,2,1,0,0,black girl never guess cause not call hoe sell drug shoot niggas well
3,1,2,0,1,yeah man even scare nigger
3,0,0,3,2,boooooooo trash
6,0,5,1,1,catch box hoe
3,0,3,0,1,bitch not follow u first place get fuck tl
3,0,1,2,2,partially glad say hi ho kermit frog slip kermit voice well
3,0,3,0,1,tweet watchlikeake watchlikeake fo da color folk die dis shit food
3,0,0,3,2,cut porkchop can pinto bean small carrot corn celery potato cayenne powder crush red pepper
3,2,0,1,0,faggot merely scientific indicator something wronggt celebrate unique indiviual cancergt
3,0,0,3,2,rape cannibalism will not recognize original versions fairy tales man wtf
3,2,1,0,0,nah say fag
9,1,0,8,2,wearerepublicnotregime potus bo violate usa sovereignty wopen borderjihadiscriminaldiseasedhaitianssamerican impeachobama
3,0,1,2,2,offensive line trash
3,0,3,0,1,stupid bitch
3,0,3,0,1,bad bitch
3,0,0,3,2,oreos life
3,0,3,0,1,pornandroidiphoneipadsexxxx japanese young japanese girl hairy cunt creampie
3,0,0,3,2,play show lutsen mn pm today papa charlies
3,0,3,0,1,hate hoe
3,0,0,3,2,get sweep motown lol yankees tigers mlb
3,0,3,0,1,hoe always blame hoe hoe
3,0,0,3,2,power u not go outside ur tank full month u anti social monkey
3,2,1,0,0,woman feminist ugly bitch can not find man
3,2,1,0,0,faggot
3,0,3,0,1,hate texte bore bitch
6,0,0,6,2,literally put whole trash bag lmfao
3,0,0,3,2,last week name cripple
3,1,2,0,1,bitch
3,0,3,0,1,george not twitter call limit nigga talk fight drug gun bitch hoe
3,0,3,0,1,not bitch power go like last time
3,2,1,0,0,hoe not tweet
3,0,3,0,1,flashin money ya bitch nail do
3,0,3,0,1,pussy
3,0,0,3,2,charlie sheens video message president obama
3,0,0,3,2,tattoo expression mean one man trash another man treasure
3,1,2,0,1,haha ill shoot bitch guess gun bi
3,0,3,0,1,not get main bitch side bitch confuse big difference
6,0,5,1,1,think dem hoe lahhh regularmy co worker mess omarion bm
3,2,1,0,0,good leave stupid faggot
3,0,3,0,1,shut faggot
3,2,1,0,0,jai may make appearance party love fag
3,0,0,3,2,bird hat gt every hat
3,1,2,0,1,wow white people cracker guess one u
3,0,3,0,1,swag bitch aha
3,3,0,0,0,never friend entire time live virginia one cool hope white trash southerner die
3,2,1,0,0,coons monkey like disgust minstrel show negro cry shit time disgrace everywhere
3,0,3,0,1,gator bitch well usin jimmys
3,0,3,0,1,reasonswhywedontgetalong hoe stop focus suck dick focus get rich
3,0,3,0,1,act like earn sub curse haha bitch not disfigure
3,0,0,3,2,yankees give win happy birthday
3,0,0,3,2,be not gator gator bait
6,0,6,0,1,plot twist penis penny would make bitch like balloon balloons bitch float
3,0,3,0,1,happy morning shave pussy cuteness always set good dayu need dick
3,0,2,1,1,instrumental retarded _
9,2,7,0,1,not trust hoe
3,0,1,2,2,extremely sad admit good st century arabic rhyme write jihadis
3,0,0,3,2,watch llewyn davis doc warm fuzzie abound
6,0,6,0,1,get mutha fucking shit hoe
3,2,1,0,0,little fucking faggot spit food swear god tear fucking arm
3,0,3,0,1,maas mermaid sharkette pussy
3,0,0,3,2,alex smith wear red yellow quit psycho ex boyfriend get past
3,0,3,0,1,swear think describe pussy get to go bed
3,1,2,0,1,fuck summer bitch
3,0,3,0,1,do bitter bitch wrap angry bird app
6,0,6,0,1,alyssa ignore bitch well text back cause serious fuck u smokey
3,0,1,2,2,wish every time day play flappy bird foreall
3,0,1,2,2,lmfao alcohol
3,0,3,0,1,pussy
3,0,3,0,1,hardcore way eat mac cheese boil water snort cheese powder drink boiling water fuck bitch
6,0,6,0,1,keep around new bitch know could next ex not stay line
3,0,0,3,2,feel sorry anyone pay lic edc trash music
3,0,2,1,1,sound like prenup go to cash apparently ghetto credit magine
3,0,3,0,1,nah never ask guy ride chick use get trouble trashass bitch
3,0,0,3,2,floppy bird chalmer take hero lebron
3,0,0,3,2,not know stressful midterm flappy bird
3,0,3,0,1,bitch drive range rover
3,0,3,0,1,omg bitch fucking stupid swear blah blah blah week later omg ilysm bae ur good friend swear
9,0,9,0,1,be not shit be not shitbitch mean eachother
3,0,3,0,1,feel sorry fo niggas dat gtta make shit lie would hate think fuckin muchbitch
6,0,1,5,2,come charlie sheen come coupe machine
4,0,4,0,1,bitch get job first
3,0,2,1,1,nerve hoe
3,0,3,0,1,gay gabrielle bad fuck even though bitch bad can not cheat dimefoh lol
3,0,3,0,1,lmao definitely bout say not front bitch shit freeway
3,0,3,0,1,ai not nobody tl slick dead female bash niccas early dis morning lol
3,0,3,0,1,fall love wit side bitch crazy thing not even bitch
3,0,3,0,1,oh yeah fuck lakers bitch boi
3,0,3,0,1,know pen school cut bitch
3,0,3,0,1,fuck bitch
3,0,3,0,1,prairie nigger
3,0,1,2,2,say word negro attach word league totally cool guy
3,0,2,1,1,sick muzzie trash
3,0,3,0,1,god not send retard hell
3,0,0,3,2,mannnn tonight feel like trash
3,1,0,2,2,yankees offseason plan sign sandoval move arod first base shoot teixeira throw corpse east river
3,2,1,0,0,claim macklemore favorite rapper also assume watch wnba free time faggot
3,0,2,1,1,hoe
3,1,2,0,1,get spanish bitch name nina paranoid
3,2,1,0,0,shut bitch spit
6,0,6,0,1,fuck shit yo bitch yesterday til could not stand straight call early ask could come get replay
3,0,3,0,1,everytime fuck get to hit least two bitch
3,0,3,0,1,pussy tryna go studio not call mufuckin crib like god yo word god buss yo shit god word
3,0,3,0,1,gettin bitch never hard settle cause start get corny girl thurl
3,0,3,0,1,real mvp wat ya bitch say finish
3,0,2,1,1,flappy bird shit joke real tho
3,2,0,1,0,us ghettosdriven liberal ideology forge union amp bankrupt selfserve dems cater parasitestcot
3,2,1,0,0,virginia full white trash
3,1,2,0,1,ill show much fag
3,0,0,3,2,yeah six complete stadium yankees lead red sox letsgoyankees
6,4,2,0,0,eye feel chink eyed
3,0,3,0,1,bitch play worried little faget ass friend vine know niggas vine wtf u say
3,2,1,0,0,fuck niggas shit olivias pussy get fitz go batshit
3,2,1,0,0,randie fag
3,0,0,3,2,sick self serve politician stand bo trash america wearerepublicnotregime impeachobama
3,0,0,3,2,smh nyc cop leave ebola doctor apt dump glove mask public trash
3,0,1,2,2,sorry miss mean live disgusting muzzie uk r disgusting great sun
3,0,3,0,1,lmfao sorry bitch one like wes
3,0,3,0,1,hahaha fucking weak use abuse pussy lmfao
3,0,3,0,1,nice ear bitch look like god damn elephant
3,0,3,0,1,aids be not dat bad become da hoe da crack be not go to make difference anyhow
3,2,1,0,0,not call faggot one lol
3,1,2,0,1,difference three nig nogs
3,0,3,0,1,yo foot smell like puss whut like flower bitch omg
4,0,0,4,2,outman brandnew yankees girardi never use reliever use
3,0,3,0,1,need get outta bitch meridian bad long get paper good
3,0,3,0,1,ai not bitch
3,0,3,0,1,stills get pussy jus rational fag
3,0,3,0,1,would expect nothing less dominion oh way sec bitch
3,0,3,0,1,pussy
3,0,3,0,1,say bitch look like pray mantis tho ctfu
4,0,4,0,1,pussy wet get to dry outsidestop tell business
3,1,2,0,1,pretty sure mean flight flite dumb ass cracker
3,0,3,0,1,bitch smd hoe
3,0,3,0,1,bad bitch dirty ass house ltltlt
3,0,3,0,1,captain save hoe annoying phrase
3,0,3,0,1,hate overly hood girl aye hoe listen keef night feel
3,3,0,0,0,hate fag answer yes
6,0,6,0,1,know ya bitch
3,0,3,0,1,oh hoe trippin bout
3,0,3,0,1,university white black red one rest trash anyway make shit
3,0,1,2,2,kaaspietbloempietlol man weet van gekkigheid niet meer hoe ze simpele oplosse tegen racisme moet makenzolang maar blanke beslissing
3,0,2,1,1,gabby hella ghetto
3,0,0,3,2,mccann although great season would step russel martin mccann carlos ruiz mlb yankees
3,0,3,0,1,nigga pussy get hand dawg
3,0,0,3,2,board still tie dye one monkey edition black silver new one
3,2,1,0,0,start like meek nig lil arrogant
3,0,3,0,1,bitch ass nigga rico
3,0,3,0,1,go watch nick jr childish ass bitch nick play
3,1,2,0,1,impress da young white girl next doe take giant negro thang usin flip da hamburger da koolqueeftribute
3,0,3,0,1,go to use name talmbout pussy taste lol
3,0,3,0,1,not cry bitch piss cop try charge hole bunch bullshit p
6,0,1,5,2,joey bada say trade nikes new mic guess safe say sell sol new life ht
3,0,2,1,1,geminis rule hoe
3,0,0,3,2,charlie strong texas back power well power big anybodys
3,0,0,3,2,recommend serve size brownie
3,0,0,3,2,jihadi rehab need account unpleasant fact bad behavior attract participant
3,1,0,2,2,debate feminism gay professor uninformed girl low iq redneck idea fun wednesday night
3,0,1,2,2,drake ti stacks kendrick name rapper alot people likebut think trash
3,0,3,0,1,not get beef tell yo boy alex stop act like bitch bring duck ass
3,0,3,0,1,bitch yessssssss omg ju see one em yesterday disbelief ride like oh court bro lose
